,sent_id,word_id,word,value
4828,780,9,zie,0.42060767649794556
4829,780,10,afstand,0.1575221031563
4830,780,11,blijven,0.3263830312955547
4831,780,13,houden,0.14494274445306551
4832,780,14,mensen,0.21005792608073842
4833,780,20,we,0.20835393546702355
4834,780,71,zeggen,0.42060767649794556
4835,780,82,zoals,0.4267922836207807
4836,780,146,jullie,0.40392839293491534
4837,781,0,anderhalve,0.4971297223147669
4838,781,6,meter,0.2033826307022471
4839,781,13,houden,0.2880683604473865
4840,781,26,s,0.7927888523617312
4841,782,10,afstand,0.1123209415091856
4842,782,14,mensen,0.29956309058982783
4843,782,29,m,0.3399249021916534
4844,782,110,houd,0.8843624945262861
4845,783,6,meter,0.10111735991496058
4846,783,10,afstand,0.07782559470185828
4847,783,11,blijven,0.3225065308576775
4848,783,13,houden,0.1432212376390957
4849,783,20,we,0.20587928438340164
4850,783,39,elkaar,0.2588370940275181
4851,783,44,nodig,0.36462121964872657
4852,783,100,geven,0.43510515573355946
4853,783,112,iedereen,0.30218782023998264
4854,783,125,samen,0.40434732599753037
4855,783,142,zorg,0.415612055752447
4856,784,6,meter,0.0925447814900463
4857,784,10,afstand,0.07122765726946924
4858,784,18,thuis,0.2823834815892483
4859,784,31,mogelijk,0.3303918483814743
4860,784,37,wel,0.20236904352199156
4861,784,44,nodig,0.333709178398289
4862,784,100,geven,0.3982175918795647
4863,784,110,houd,0.2804066090246393
4864,784,134,staat,0.37508650936710414
4865,784,140,blijf,0.33714292944464824
4866,784,151,zoveel,0.3919023773000481
4867,785,9,zie,0.5915334464406156
4868,785,10,afstand,0.11076782210259474
4869,785,20,we,0.29302442255087097
4870,785,55,grote,0.5542327310224109
4871,785,102,houdt,0.4947539176003603
4872,786,6,meter,0.1313712505190666
4873,786,20,we,0.26747750404247245
4874,786,21,weer,0.6620755056728564
4875,786,25,normaal,0.4516194992996024
4876,786,76,samenleving,0.5185491606479309
4877,787,2,via,0.7513761671134729
4878,787,6,meter,0.1974180590608752
4879,787,91,buiten,0.629650669379858
4880,788,6,meter,0.1668228801713874
4881,788,12,gaan,0.45122889510486736
4882,788,47,wij,0.57875854467885
4883,788,146,jullie,0.6584839844939152
4884,789,1,lockdown,0.2676722872471982
4885,789,10,afstand,0.09380191727650933
4886,789,13,houden,0.17262221685202178
4887,789,38,beter,0.46934291746881074
4888,789,44,nodig,0.43947199650416713
4889,789,106,komen,0.44868049608259586
4890,789,135,tijd,0.5244251326450516
4891,790,12,gaan,0.35533389089531314
4892,790,35,gaat,0.38995078261679833
4893,790,77,echt,0.44367481877216525
4894,790,146,jullie,0.51854320244295
4895,790,152,nee,0.5059069237571674
4896,791,87,#lockdown,0.5267353410015854
4897,791,95,#anderhalvemeter,0.47693392646550664
4898,791,137,#corona,0.49019746436448053
4899,791,148,vandaag,0.5047676259991046
4900,792,10,afstand,0.09875756582558987
4901,792,13,houden,0.18174202019207591
4902,792,14,mensen,0.26338918851942383
4903,792,100,geven,0.5521310337945226
4904,792,113,nou,0.5521310337945226
